"","Category","City","Country","Customer.Name","Discount","Number.of.Records","Order.Date","Order.ID","Postal.Code","Manufacturer","Product.Name","Profit","Quantity","Region","Sales","Segment","Ship.Date","Ship.Mode","State","Sub.Category"
"2911","Office Supplies","Georgetown","United States","Theone Pippenger",0,1,"12/5/2017","CA-2017-109722",40324,"Fellowes","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",70.1784,9,"South",584.82,"Consumer","12/7/2017","Second Class","Kentucky","Storage"
"2912","Office Supplies","Arlington","United States","Allen Goldenen",0,1,"4/19/2015","CA-2015-158470",22204,"Xerox","Xerox 232",34.2144,11,"South",71.28,"Consumer","4/23/2015","Second Class","Virginia","Paper"
"2913","Office Supplies","Jupiter","United States","Toby Carlisle",0.2,1,"11/13/2018","US-2018-153633",33458,"Dixon","DIXON Oriole Pencils",0.1548,1,"South",2.064,"Consumer","11/18/2018","Second Class","Florida","Art"
"2914","Office Supplies","Tampa","United States","Craig Carreira",0.2,1,"12/23/2015","CA-2015-154158",33614,"Prang","Prang Dustless Chalk Sticks",0.504,1,"South",1.344,"Consumer","12/27/2015","Second Class","Florida","Art"
"2915","Office Supplies","Port Orange","United States","Jeremy Pistek",0.2,1,"12/22/2018","CA-2018-145310",32127,"Staple envelope","Staple envelope",2.934,1,"South",7.824,"Consumer","12/24/2018","Second Class","Florida","Envelopes"
"2916","Office Supplies","Jackson","United States","Don Weiss",0.2,1,"8/25/2018","CA-2018-101210",38301,"Xerox","Xerox 199",1.07,1,"South",3.424,"Consumer","8/28/2018","Second Class","Tennessee","Paper"
"2917","Office Supplies","Hollywood","United States","Gene McClure",0.2,1,"10/22/2016","CA-2016-169733",33021,"Eldon","Eldon Simplefile Box Office",0.9952,1,"South",9.952,"Consumer","10/26/2016","Second Class","Florida","Storage"
"2918","Office Supplies","Jacksonville","United States","Anna Gayman",0.2,1,"7/29/2018","CA-2018-101483",28540,"Holmes","Holmes HEPA Air Purifier",6.534,2,"South",34.848,"Consumer","8/1/2018","Second Class","North Carolina","Appliances"
"2919","Office Supplies","Knoxville","United States","Delfina Latchford",0.2,1,"9/4/2017","CA-2017-149783",37918,"Belkin","Belkin 5 Outlet SurgeMaster Power Centers",8.7168,2,"South",87.168,"Consumer","9/7/2017","Second Class","Tennessee","Appliances"
"2920","Office Supplies","Jackson","United States","Don Weiss",0.2,1,"8/25/2018","CA-2018-101210",38301,"Zebra","Zebra Zazzle Fluorescent Highlighters",1.7024,2,"South",9.728,"Consumer","8/28/2018","Second Class","Tennessee","Art"
"2921","Office Supplies","Knoxville","United States","Delfina Latchford",0.2,1,"9/4/2017","CA-2017-149783",37918,"Other","Prismacolor Color Pencil Set",8.3328,2,"South",31.744,"Consumer","9/7/2017","Second Class","Tennessee","Art"
"2922","Office Supplies","Miami","United States","Ryan Akin",0.2,1,"8/29/2015","CA-2015-169775",33178,"Other","Jiffy Padded Mailers with Self-Seal Closure",10.8054,2,"South",29.808,"Consumer","9/2/2015","Second Class","Florida","Envelopes"
"2923","Office Supplies","Raleigh","United States","Toby Gnade",0.2,1,"3/9/2016","CA-2016-110345",27604,"Avery","Avery 514",1.6704,2,"South",4.608,"Consumer","3/11/2016","Second Class","North Carolina","Labels"
"2924","Office Supplies","Miami","United States","Jay Kimmel",0.2,1,"4/11/2015","US-2015-102715",33180,"Xerox","Xerox 224",3.6288,2,"South",10.368,"Consumer","4/13/2015","Second Class","Florida","Paper"
"2925","Office Supplies","Tallahassee","United States","Patrick O'Brill",0.2,1,"8/23/2018","CA-2018-129021",32303,"Other","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",15.49,2,"South",49.568,"Consumer","8/26/2018","Second Class","Florida","Paper"
"2926","Office Supplies","Tampa","United States","Craig Carreira",0.2,1,"12/23/2015","CA-2015-154158",33614,"Tennsco","Tennsco 6- and 18-Compartment Lockers",-10.6068,2,"South",424.272,"Consumer","12/27/2015","Second Class","Florida","Storage"
"2927","Office Supplies","Fayetteville","United States","Janet Martin",0.2,1,"10/28/2018","CA-2018-139353",28314,"Gould Plastics","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-29.4368,2,"South",147.184,"Consumer","10/30/2018","Second Class","North Carolina","Storage"
"2928","Office Supplies","Fayetteville","United States","Jill Fjeld",0.2,1,"11/6/2018","CA-2018-167941",28314,"Other","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",43.7136,3,"South",499.584,"Consumer","11/9/2018","Second Class","North Carolina","Appliances"
"2929","Office Supplies","Columbia","United States","Dave Brooks",0.2,1,"3/18/2017","CA-2017-113292",38401,"Hoover","Hoover WindTunnel Plus Canister Vacuum",87.18,3,"South",871.8,"Consumer","3/20/2017","Second Class","Tennessee","Appliances"
"2930","Office Supplies","Jacksonville","United States","Anna Gayman",0.2,1,"7/29/2018","CA-2018-101483",28540,"Newell","Newell 322",0.3822,3,"South",4.368,"Consumer","8/1/2018","Second Class","North Carolina","Art"
"2931","Office Supplies","Johnson City","United States","Darrin Martin",0.2,1,"9/5/2017","CA-2017-136231",37604,"Staple envelope","Staple envelope",7.6284,3,"South",23.472,"Consumer","9/7/2017","Second Class","Tennessee","Envelopes"
"2932","Office Supplies","Miami","United States","Jay Kimmel",0.2,1,"4/11/2015","US-2015-102715",33180,"Acco","Acco Banker's Clasps, 5 3/4""-Long",2.3328,3,"South",6.912,"Consumer","4/13/2015","Second Class","Florida","Fasteners"
"2933","Office Supplies","Tampa","United States","Craig Carreira",0.2,1,"12/23/2015","CA-2015-154158",33614,"Other","Computer Printout Paper with Letter-Trim Perforations",15.9348,3,"South",45.528,"Consumer","12/27/2015","Second Class","Florida","Paper"
"2934","Office Supplies","Fayetteville","United States","Janet Martin",0.2,1,"10/28/2018","CA-2018-139353",28314,"Xerox","Xerox 1936",16.1838,3,"South",47.952,"Consumer","10/30/2018","Second Class","North Carolina","Paper"
"2935","Office Supplies","Jacksonville","United States","Erin Mull",0.2,1,"8/13/2017","CA-2017-155670",28540,"Easy-staple paper","Easy-staple paper",3.21,3,"South",10.272,"Consumer","8/17/2017","Second Class","North Carolina","Paper"
"2936","Office Supplies","Wilmington","United States","Justin MacKendrick",0.2,1,"11/3/2018","CA-2018-130834",28403,"Strathmore","Strathmore Photo Mount Cards",5.2884,3,"South",16.272,"Consumer","11/6/2018","Second Class","North Carolina","Paper"
"2937","Office Supplies","Johnson City","United States","Darrin Martin",0.2,1,"9/5/2017","CA-2017-136231",37604,"Xerox 1971","Xerox 1971",3.21,3,"South",10.272,"Consumer","9/7/2017","Second Class","Tennessee","Paper"
"2938","Office Supplies","Knoxville","United States","Delfina Latchford",0.2,1,"9/4/2017","CA-2017-149783",37918,"Other","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.1148,3,"South",12.192,"Consumer","9/7/2017","Second Class","Tennessee","Paper"
"2939","Office Supplies","Memphis","United States","Michael Nguyen",0.2,1,"11/13/2018","CA-2018-165204",38109,"Other","""While you Were Out"" Message Book, One Form per Page",3.339,3,"South",8.904,"Consumer","11/16/2018","Second Class","Tennessee","Paper"
"2940","Office Supplies","North Miami","United States","Jeremy Pistek",0.2,1,"8/22/2015","CA-2015-130918",33161,"Acme","Acme Serrated Blade Letter Opener",-1.8126,3,"South",7.632,"Consumer","8/24/2015","Second Class","Florida","Supplies"
"2941","Office Supplies","Port Saint Lucie","United States","Shui Tom",0.2,1,"8/27/2018","CA-2018-101273",34952,"Hoover","Hoover Portapower Portable Vacuum",0.896,4,"South",14.336,"Consumer","8/30/2018","Second Class","Florida","Appliances"
"2942","Office Supplies","Clarksville","United States","Rose O'Brian",0.2,1,"12/4/2016","CA-2016-155600",37042,"Other","Deluxe Chalkboard Eraser Cleaner",12.012,4,"South",36.96,"Consumer","12/7/2016","Second Class","Tennessee","Art"
"2943","Office Supplies","Fayetteville","United States","Jill Fjeld",0.2,1,"11/6/2018","CA-2018-167941",28314,"Carina","Carina Double Wide Media Storage Towers in Natural & Black",-51.8272,4,"South",259.136,"Consumer","11/9/2018","Second Class","North Carolina","Storage"
"2944","Office Supplies","Memphis","United States","Michael Nguyen",0.2,1,"11/13/2018","CA-2018-165204",38109,"Tennsco","Tennsco Double-Tier Lockers",-63.0056,4,"South",720.064,"Consumer","11/16/2018","Second Class","Tennessee","Storage"
"2945","Office Supplies","Tallahassee","United States","Patrick O'Brill",0.2,1,"8/23/2018","CA-2018-129021",32303,"Ampad","Ampad Evidence Wirebond Steno Books, 6"" x 9""",2.943,5,"South",8.72,"Consumer","8/26/2018","Second Class","Florida","Paper"
"2946","Office Supplies","Memphis","United States","Eric Hoffmann",0.2,1,"5/27/2018","CA-2018-160458",38109,"Xerox","Xerox 2",9.072,5,"South",25.92,"Consumer","5/29/2018","Second Class","Tennessee","Paper"
"2947","Office Supplies","Tampa","United States","Craig Carreira",0.2,1,"12/23/2015","CA-2015-154158",33614,"Acco","Acco Perma 3000 Stacking Storage Drawers",-1.049,5,"South",83.92,"Consumer","12/27/2015","Second Class","Florida","Storage"
"2948","Office Supplies","Tallahassee","United States","Patrick O'Brill",0.2,1,"8/23/2018","CA-2018-129021",32303,"Fellowes","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",12.1032,6,"South",161.376,"Consumer","8/26/2018","Second Class","Florida","Appliances"
"2949","Office Supplies","Hollywood","United States","Frank Olsen",0.2,1,"10/31/2017","US-2017-142251",33021,"Xerox","Xerox 1898",11.2224,6,"South",32.064,"Consumer","11/4/2017","Second Class","Florida","Paper"
"2950","Office Supplies","Fayetteville","United States","Jill Fjeld",0.2,1,"11/6/2018","CA-2018-167941",28314,"Xerox","Xerox 220",10.8864,6,"South",31.104,"Consumer","11/9/2018","Second Class","North Carolina","Paper"
"2951","Office Supplies","Fayetteville","United States","Rob Lucas",0.2,1,"8/31/2018","US-2018-135062",28314,"Xerox","Xerox 1945",83.2097,7,"South",229.544,"Consumer","9/4/2018","Second Class","North Carolina","Paper"
"2952","Office Supplies","Hialeah","United States","Jamie Kunitz",0.2,1,"10/1/2017","CA-2017-116918",33012,"Staples in misc. colors","Staples in misc. colors",5.0336,8,"South",30.976,"Consumer","10/6/2017","Second Class","Florida","Art"
"2953","Office Supplies","Jackson","United States","Giulietta Weimer",0.2,1,"10/21/2017","CA-2017-169334",38301,"Tenex","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",6.9795,9,"South",111.672,"Consumer","10/24/2017","Second Class","Tennessee","Storage"
"2954","Office Supplies","Fort Lauderdale","United States","Darren Powers",0.7,1,"5/15/2017","CA-2017-141180",33311,"GBC","GBC Instant Report Kit",-5.176,4,"South",7.764,"Consumer","5/19/2017","Second Class","Florida","Binders"
"2955","Office Supplies","Hialeah","United States","Jamie Kunitz",0.7,1,"10/1/2017","CA-2017-116918",33012,"Avery","Avery Non-Stick Binders",-4.49,4,"South",5.388,"Consumer","10/6/2017","Second Class","Florida","Binders"
"2956","Office Supplies","Miami","United States","Ryan Akin",0.7,1,"8/29/2015","CA-2015-169775",33178,"GBC","GBC DocuBind 200 Manual Binding Machine",-336.784,4,"South",505.176,"Consumer","9/2/2015","Second Class","Florida","Binders"
"2957","Office Supplies","Clarksville","United States","Rose O'Brian",0.7,1,"12/4/2016","CA-2016-155600",37042,"GBC","GBC Ibimaster 500 Manual ProClick Binding System",-1065.372,7,"South",1598.058,"Consumer","12/7/2016","Second Class","Tennessee","Binders"
"2958","Office Supplies","Johnson City","United States","Darrin Martin",0.7,1,"9/5/2017","CA-2017-136231",37604,"Wilson Jones","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",-63.1092,7,"South",86.058,"Consumer","9/7/2017","Second Class","Tennessee","Binders"
"2959","Office Supplies","Fayetteville","United States","Jill Fjeld",0.7,1,"11/6/2018","CA-2018-167941",28314,"Avery","Avery Durable Poly Binders",-10.6176,8,"South",13.272,"Consumer","11/9/2018","Second Class","North Carolina","Binders"
"2960","Office Supplies","Jacksonville","United States","Erin Mull",0.7,1,"8/13/2017","CA-2017-155670",28540,"Acco","Acco Translucent Poly Ring Binders",-8.2368,8,"South",11.232,"Consumer","8/17/2017","Second Class","North Carolina","Binders"
"2961","Office Supplies","Chico","United States","Xylona Preis",0,1,"12/12/2016","CA-2016-155586",95928,"Newell","Newell 311",0.5967,1,"West",2.21,"Consumer","12/16/2016","Second Class","California","Art"
"2962","Office Supplies","Los Angeles","United States","Michael Chen",0,1,"12/20/2015","CA-2015-156594",90008,"Newell","Newell 31",1.1564,1,"West",4.13,"Consumer","12/23/2015","Second Class","California","Art"
"2963","Office Supplies","Long Beach","United States","Jamie Frazer",0,1,"1/7/2018","US-2018-123862",90805,"Other","Staples",3.5505,1,"West",7.89,"Consumer","1/9/2018","Second Class","California","Fasteners"
"2964","Office Supplies","San Francisco","United States","Kean Thornton",0,1,"6/24/2018","CA-2018-159107",94110,"Acco","Acco Banker's Clasps, 5 3/4""-Long",1.3536,1,"West",2.88,"Consumer","6/26/2018","Second Class","California","Fasteners"
"2965","Office Supplies","Los Angeles","United States","Pamela Stobb",0,1,"9/29/2017","US-2017-101497",90008,"Xerox","Xerox 1887",9.1056,1,"West",18.97,"Consumer","10/1/2017","Second Class","California","Paper"
"2966","Office Supplies","Los Angeles","United States","Chris Cortes",0,1,"3/28/2017","CA-2017-131380",90032,"Xerox","Xerox 1983",2.9302,1,"West",5.98,"Consumer","3/31/2017","Second Class","California","Paper"
"2967","Office Supplies","Los Angeles","United States","Christopher Conant",0,1,"7/7/2017","CA-2017-135265",90045,"Xerox","Xerox 1942",24.47,1,"West",48.94,"Consumer","7/9/2017","Second Class","California","Paper"
"2968","Office Supplies","San Diego","United States","Max Jones",0,1,"6/24/2017","CA-2017-100300",92037,"Xerox","Xerox 189",50.328,1,"West",104.85,"Consumer","6/26/2017","Second Class","California","Paper"
"2969","Office Supplies","San Francisco","United States","Ruben Dartt",0,1,"6/23/2017","CA-2017-140382",94109,"Xerox","Xerox 1884",9.3906,1,"West",19.98,"Consumer","6/25/2017","Second Class","California","Paper"
"2970","Office Supplies","Seattle","United States","Charles Crestani",0,1,"8/26/2017","CA-2017-148201",98103,"Xerox","Xerox 1931",3.1104,1,"West",6.48,"Consumer","8/29/2017","Second Class","Washington","Paper"
"2971","Office Supplies","Albuquerque","United States","Shui Tom",0,1,"12/29/2015","CA-2015-152345",87105,"Fellowes","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",7.9896,1,"West",33.29,"Consumer","1/3/2016","Second Class","New Mexico","Storage"
"2972","Office Supplies","Olympia","United States","Philip Fox",0,1,"6/17/2018","CA-2018-118437",98502,"Other","Project Tote Personal File",4.0687,1,"West",14.03,"Consumer","6/21/2018","Second Class","Washington","Storage"
"2973","Office Supplies","Farmington","United States","Anthony Witt",0,1,"4/13/2016","CA-2016-149678",87401,"Martin-Yale","Martin-Yale Premier Letter Opener",0.3864,1,"West",12.88,"Consumer","4/15/2016","Second Class","New Mexico","Supplies"
"2974","Office Supplies","Westminster","United States","Chris Cortes",0,1,"5/4/2018","CA-2018-119914",92683,"Acco","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",72.948,2,"West",243.16,"Consumer","5/9/2018","Second Class","California","Appliances"
"2975","Office Supplies","Longview","United States","Maria Bertelson",0,1,"11/12/2018","CA-2018-149944",98632,"Fellowes","Fellowes Superior 10 Outlet Split Surge Protector",22.0748,2,"West",76.12,"Consumer","11/16/2018","Second Class","Washington","Appliances"
"2976","Office Supplies","Seattle","United States","Don Weiss",0,1,"9/23/2018","CA-2018-132521",98105,"Belkin","Belkin 8 Outlet SurgeMaster II Gold Surge Protector",33.5888,2,"West",119.96,"Consumer","9/25/2018","Second Class","Washington","Appliances"
"2977","Office Supplies","Los Angeles","United States","Liz Carlisle",0,1,"9/9/2018","CA-2018-137498",90004,"Newell","Newell 35",1.9024,2,"West",6.56,"Consumer","9/14/2018","Second Class","California","Art"
"2978","Office Supplies","Los Angeles","United States","Michael Chen",0,1,"12/20/2015","CA-2015-156594",90008,"Boston","Boston Home & Office Model 2000 Electric Pencil Sharpeners",12.298,2,"West",47.3,"Consumer","12/23/2015","Second Class","California","Art"
"2979","Office Supplies","Los Angeles","United States","Robert Waldorf",0,1,"10/12/2018","CA-2018-112431",90049,"Newell","Newell 343",1.5876,2,"West",5.88,"Consumer","10/14/2018","Second Class","California","Art"
"2980","Office Supplies","Seattle","United States","Max Engle",0,1,"9/24/2016","CA-2016-161830",98105,"Boston","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",10.4284,2,"West",35.96,"Consumer","9/26/2016","Second Class","Washington","Art"
"2981","Office Supplies","Seattle","United States","Michelle Huthwaite",0,1,"7/25/2016","CA-2016-148635",98115,"Other","Plymouth Boxed Rubber Bands by Plymouth",0.471,2,"West",9.42,"Consumer","7/27/2016","Second Class","Washington","Fasteners"
"2982","Office Supplies","Los Angeles","United States","Matt Collins",0,1,"12/13/2016","CA-2016-125423",90036,"Avery","Avery 513",4.5816,2,"West",9.96,"Consumer","12/15/2016","Second Class","California","Labels"
"2983","Office Supplies","San Francisco","United States","Nora Preis",0,1,"8/14/2018","CA-2018-169264",94109,"Avery","Avery File Folder Labels",2.8224,2,"West",5.76,"Consumer","8/16/2018","Second Class","California","Labels"
"2984","Office Supplies","Vallejo","United States","Kunst Miller",0,1,"4/1/2015","US-2015-157021",94591,"Avery","Avery 490",14.8,2,"West",29.6,"Consumer","4/6/2015","Second Class","California","Labels"
"2985","Office Supplies","Los Angeles","United States","Andy Reiter",0,1,"4/11/2016","US-2016-136987",90004,"Easy-staple paper","Easy-staple paper",24.2696,2,"West",52.76,"Consumer","4/14/2016","Second Class","California","Paper"
"2986","Office Supplies","Los Angeles","United States","Justin MacKendrick",0,1,"2/15/2016","CA-2016-116092",90004,"Xerox","Xerox 1959",6.4128,2,"West",13.36,"Consumer","2/18/2016","Second Class","California","Paper"
